Name,Severity,Activation Period,Training Period,Test Period,Deduplication Period,Detection Modules,ATT&CK Tactic,ATT&CK Technique,XDR Agent,XDR Agent (with XTH),Windows Event Collector,PAN Platform Logs,Azure Audit Logs,GCP Audit Logs,Azure AD,Azure AD Audit Logs,AWS Audit Logs,Okta,Ping,OneLogin,Google Workspace Audit Logs,Office 365 Audit Logs,Box Audit Logs,DropBox Audit Logs,PAN Global Protect/3rd Party VPN
Rare machine account creation,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003),Create Account (T1136),,X,X,,,,,,,,,,,,,,
LSASS dump file written to disk,Medium,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),OS Credential Dumping (T1003),,X,,,,,,,,,,,,,,,
A machine certificate was issued with a mismatch,Medium,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Privilege Escalation (TA0004),Valid Accounts: Domain Accounts (T1078.002),,X,X,,,,,,,,,,,,,,
Unusual Kubernetes service account file read,Informational,14 Days,30 Days,N/A (single event),7 Days,,Credential Access (TA0006),Unsecured Credentials: Credentials In Files (T1552.001),,X,,,,,,,,,,,,,,,
A user was added to a Windows security group,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003)Privilege Escalation (TA0004),Account Manipulation (T1098)Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
A user changed the Windows system time,Informational,14 Days,30 Days,N/A (single event),1 Hour,Identity Threat Module,Discovery (TA0007),System Time Discovery (T1124),,X,X,,,,,,,,,,,,,,
User added SID History to an account,Informational,14 Days,30 Days,N/A (single event),1 Hour,Identity Analytics,Privilege Escalation (TA0004)Defense Evasion (TA0005),Access Token Manipulation: SID-History Injection (T1134.005),,X,X,,,,,,,,,,,,,,
Tampering with the Windows User Account Controls (UAC) configuration,Informational,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005),Abuse Elevation Control Mechanism: Bypass User Account Control (T1548.002),,X,,,,,,,,,,,,,,,
Commonly abused AutoIT script drops an executable file to disk,Informational,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002),Command and Scripting Interpreter: AutoHotKey & AutoIT (T1059.010)Command and Scripting Interpreter: Windows Command Shell (T1059.003),,X,,,,,,,,,,,,,,,
Editing ld.so.preload for persistence and injection,High,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Hijack Execution Flow: Dynamic Linker Hijacking (T1574.006),,X,,,,,,,,,,,,,,,
Masquerading as a default local account,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Defense Evasion (TA0005)Persistence (TA0003),Hide Artifacts: Hidden Users (T1564.002)Valid Accounts: Default Accounts (T1078.001)Masquerading (T1036),,X,X,,,,,,,,,,,,,,
A user created a pfx file for the first time,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Credential Access (TA0006),Unsecured Credentials: Credentials In Files (T1552.001),,X,,,,,,,,,,,,,,,
Security tools detection attempt,Informational,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005)Discovery (TA0007),Virtualization/Sandbox Evasion (T1497)Virtualization/Sandbox Evasion: System Checks (T1497.001),,X,X,,,,,,,,,,,,,,
Sensitive browser credential files accessed by a rare non browser process,Low,14 Days,30 Days,N/A (single event),3 Days,,Credential Access (TA0006),Credentials from Password Stores: Credentials from Web Browsers (T1555.003),,X,,,,,,,,,,,,,,,
Suspicious process accessed certificate files,Low,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Unsecured Credentials (T1552)Steal or Forge Authentication Certificates (T1649),,X,,,,,,,,,,,,,,,
Suspicious modification of the AdminSDHolder's ACL,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003),Account Manipulation (T1098),,X,X,,,,,,,,,,,,,,
Suspicious usage of Microsoft's Active Directory PowerShell module remote discovery cmdlet,Informational,14 Days,30 Days,N/A (single event),1 Day,,Discovery (TA0007),Remote System Discovery (T1018),,X,,,,,,,,,,,,,,,
A remote service was created via RPC over SMB,Low,14 Days,30 Days,N/A (single event),1 Day,,Lateral Movement (TA0008)Execution (TA0002),Remote Services: SMB/Windows Admin Shares (T1021.002)System Services: Service Execution (T1569.002),,X,,,,,,,,,,,,,,,
Possible use of a networking driver for network sniffing,Informational,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006)Discovery (TA0007),Network Sniffing (T1040),,X,,,,,,,,,,,,,,,
An uncommon file was created in the startup folder,Informational,14 Days,30 Days,N/A (single event),7 Days,,Persistence (TA0003),Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder (T1547.001),,X,,,,,,,,,,,,,,,
LDAP search query from an unpopular and unsigned process,Low,14 Days,30 Days,N/A (single event),1 Day,,Discovery (TA0007),Account Discovery (T1087),,X,,,,,,,,,,,,,,,
Uncommon browser extension loaded,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Browser Extensions (T1176),,X,,,,,,,,,,,,,,,
Possible Persistence via group policy Registry keys,Medium,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder (T1547.001),,X,,,,,,,,,,,,,,,
A user account was modified to password never expires,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Initial Access (TA0001),Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
Rare service DLL was added to the registry,Low,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005)Persistence (TA0003),Masquerading: Masquerade Task or Service (T1036.004)Create or Modify System Process: Windows Service (T1543.003),,X,,,,,,,,,,,,,,,
Microsoft Office adds a value to autostart Registry key,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder (T1547.001),,X,,,,,,,,,,,,,,,
A user created an abnormal password-protected archive,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Threat Module,Collection (TA0009),Archive Collected Data: Archive via Utility (T1560.001)Data Staged (T1074),,X,,,,,,,,,,,,,,,
Machine account was added to a domain admins group,Medium,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Privilege Escalation (TA0004),Valid Accounts: Domain Accounts (T1078.002),,X,X,,,,,,,,,,,,,,
Suspicious local user account creation,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003),Valid Accounts: Local Accounts (T1078.003),,X,X,,,,,,,,,,,,,,
Unusual access to the AD Sync credential files,Informational,14 Days,30 Days,N/A (single event),1 Day,Cloud,Credential Access (TA0006),Credentials from Password Stores (T1555),,X,,,,,,,,,,,,,,,
Suspicious domain user account creation,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003),Valid Accounts: Domain Accounts (T1078.002),,X,X,,,,,,,,,,,,,,
Suspicious hidden user created,Medium,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003)Defense Evasion (TA0005),Create Account (T1136)Hide Artifacts: Hidden Users (T1564.002),,X,X,,,,,,,,,,,,,,
An unusual archive file creation by a user,Informational,14 Days,30 Days,N/A (single event),3 Days,Identity Analytics,Collection (TA0009),Archive Collected Data: Archive via Utility (T1560.001)Data Staged (T1074),,X,,,,,,,,,,,,,,,
A suspicious direct syscall was executed,Low,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002),Native API (T1106),,X,,,,,,,,,,,,,,,
Elevation to SYSTEM via services,Low,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002)Privilege Escalation (TA0004),Create or Modify System Process: Windows Service (T1543.003)System Services: Service Execution (T1569.002),,X,,,,,,,,,,,,,,,
A WMI subscriber was created,Informational,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003)Privilege Escalation (TA0004),Event Triggered Execution: Windows Management Instrumentation Event Subscription (T1546.003),,X,,,,,,,,,,,,,,,
A user connected a new USB storage device to a host,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Threat Module,Collection (TA0009)Exfiltration (TA0010),Data Staged (T1074)Exfiltration Over Physical Medium: Exfiltration over USB (T1052.001),,X,,,,,,,,,,,,,,,
SecureBoot was disabled,Low,14 Days,30 Days,N/A (single event),14 Days,,Persistence (TA0003),Pre-OS Boot (T1542),,X,,,,,,,,,,,,,,,
RDP connections enabled remotely via Registry,Low,14 Days,30 Days,N/A (single event),1 Day,,Lateral Movement (TA0008),Remote Services: Remote Desktop Protocol (T1021.001),,X,,,,,,,,,,,,,,,
SPNs cleared from a machine account,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Privilege Escalation (TA0004)Persistence (TA0003),Account Manipulation (T1098)Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
A user enabled a default local account,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Initial Access (TA0001)Persistence (TA0003),Valid Accounts: Default Accounts (T1078.001)Account Manipulation (T1098),,X,X,,,,,,,,,,,,,,
Modification of NTLM restrictions in the Registry,Medium,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),OS Credential Dumping (T1003),,X,,,,,,,,,,,,,,,
Rare process accessed a Keychain file,Informational,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Credentials from Password Stores: Keychain (T1555.001),,X,,,,,,,,,,,,,,,
User discovery via WMI query execution,Informational,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002)Discovery (TA0007),Windows Management Instrumentation (T1047)System Owner/User Discovery (T1033)Account Discovery (T1087),,X,,,,,,,,,,,,,,,
Known service name with an uncommon image-path,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003)Execution (TA0002),Create or Modify System Process: Windows Service (T1543.003)System Services: Service Execution (T1569.002),,X,,,,,,,,,,,,,,,
Suspicious sAMAccountName change,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Privilege Escalation (TA0004)Persistence (TA0003),Account Manipulation (T1098)Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
A computer account was promoted to DC,Low,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Persistence (TA0003)Privilege Escalation (TA0004),Account Manipulation (T1098)Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
A suspicious executable with multiple file extensions was created,Medium,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002)Defense Evasion (TA0005),User Execution: Malicious File (T1204.002)Masquerading: Double File Extension (T1036.007),,X,,,,,,,,,,,,,,,
LOLBIN created a PSScriptPolicyTest PowerShell script file,Informational,14 Days,30 Days,N/A (single event),1 Day,,Execution (TA0002),Command and Scripting Interpreter: PowerShell (T1059.001),,X,,,,,,,,,,,,,,,
Unusual process accessed web browser credentials,Low,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Credentials from Password Stores: Credentials from Web Browsers (T1555.003),,X,,,,,,,,,,,,,,,
Suspicious PowerSploit's recon module (PowerView) used to search for exposed hosts,Medium,14 Days,30 Days,N/A (single event),1 Day,,Discovery (TA0007),Remote System Discovery (T1018),,X,,,,,,,,,,,,,,,
Possible Distributed File System Namespace Management (DFSNM) abuse,High,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Forced Authentication (T1187)Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay (T1557.001),,X,,,,,,,,,,,,,,,
TGT request with a spoofed sAMAccountName - Event log,Medium,14 Days,30 Days,N/A (single event),3 Hours,Identity Analytics,Privilege Escalation (TA0004)Persistence (TA0003),Account Manipulation (T1098)Valid Accounts (T1078),,X,X,,,,,,,,,,,,,,
Linux system firewall was modified,Low,14 Days,30 Days,N/A (single event),1 Hour,,Defense Evasion (TA0005),Impair Defenses: Disable or Modify System Firewall (T1562.004),,X,,,,,,,,,,,,,,,
Uncommon PowerShell commands used to create or alter scheduled task parameters,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Scheduled Task/Job: Scheduled Task (T1053.005),,X,,,,,,,,,,,,,,,
Unusual ADConnect database file access,Informational,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Unsecured Credentials (T1552),,X,,,,,,,,,,,,,,,
Suspicious PowerSploit's recon module (PowerView) net function was executed,Medium,14 Days,30 Days,N/A (single event),1 Day,,Discovery (TA0007),Remote System Discovery (T1018),,X,,,,,,,,,,,,,,,
Uncommon creation or access operation of sensitive shadow copy,Low,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),OS Credential Dumping (T1003),,X,,,,,,,,,,,,,,,
PowerShell used to export mailbox contents,Medium,14 Days,30 Days,N/A (single event),1 Day,,Collection (TA0009),Data Staged: Local Data Staging (T1074.001),,X,X,,,,,,,,,,,,,,
Change of sudo caching configuration,Low,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005)Privilege Escalation (TA0004),Abuse Elevation Control Mechanism: Sudo and Sudo Caching (T1548.003),,X,,,,,,,,,,,,,,,
Suspicious process modified an SSH authorized_keys file,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Account Manipulation: SSH Authorized Keys (T1098.004),,X,,,,,,,,,,,,,,,
Suspicious LDAP search query executed,Low,14 Days,30 Days,N/A (single event),1 Day,,Discovery (TA0007),Account Discovery (T1087),,X,,,,,,,,,,,,,,,
A suspicious process queried AD CS objects via LDAP,Informational,14 Days,30 Days,N/A (single event),1 Day,Identity Analytics,Discovery (TA0007)Credential Access (TA0006),File and Directory Discovery (T1083)Steal or Forge Authentication Certificates (T1649),,X,,,,,,,,,,,,,,,
Suspicious disablement of the Windows Firewall using PowerShell commands,Medium,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005),Impair Defenses: Disable or Modify System Firewall (T1562.004),,X,,,,,,,,,,,,,,,
PowerShell pfx certificate extraction,Informational,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Unsecured Credentials: Credentials In Files (T1552.001),,X,,,,,,,,,,,,,,,
Unusual access to the Windows Internal Database on an ADFS server,Informational,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Credentials from Password Stores (T1555),,X,,,,,,,,,,,,,,,
Uncommon access to Microsoft Teams credential files,Low,14 Days,30 Days,N/A (single event),1 Day,,Credential Access (TA0006),Unsecured Credentials (T1552),,X,,,,,,,,,,,,,,,
Suspicious DotNet log file created,Low,14 Days,30 Days,N/A (single event),1 Day,,Defense Evasion (TA0005),Reflective Code Loading (T1620)Process Injection (T1055),,X,,,,,,,,,,,,,,,
Image file execution options (IFEO) registry key set,Low,14 Days,30 Days,N/A (single event),1 Day,,Privilege Escalation (TA0004)Persistence (TA0003),Event Triggered Execution: Image File Execution Options Injection (T1546.012),,X,,,,,,,,,,,,,,,
Rare scheduled task created,Low,14 Days,30 Days,N/A (single event),1 Day,,Persistence (TA0003),Scheduled Task/Job (T1053),,X,,,,,,,,,,,,,,,
Massive file compression by user,Informational,14 Days,30 Days,3 Hours,1 Day,Identity Threat Module,Collection (TA0009),Archive Collected Data: Archive via Utility (T1560.001)Data Staged (T1074),,X,,,,,,,,,,,,,,,
Possible data exfiltration over a USB storage device,Informational,14 Days,30 Days,1 Hour,1 Day,Identity Threat Module,Collection (TA0009)Exfiltration (TA0010),Exfiltration Over Physical Medium: Exfiltration over USB (T1052.001)Data Staged: Local Data Staging (T1074.001),,X,,,,,,,,,,,,,,,
Multiple TGT requests for users without Kerberos pre-authentication,Informational,14 Days,30 Days,10 Minutes,1 Day,Identity Analytics,Credential Access (TA0006),Steal or Forge Kerberos Tickets: AS-REP Roasting (T1558.004),,X,X,,,,,,,,,,,,,,
Suspicious access to cloud credential files,Informational,14 Days,30 Days,10 Minutes,1 Day,Cloud,Credential Access (TA0006),Unsecured Credentials: Credentials In Files (T1552.001),,X,,,,,,,,,,,,,,,
A user established an SMB connection to multiple hosts,Informational,14 Days,30 Days,10 Minutes,1 Day,Identity Analytics,Lateral Movement (TA0008),Remote Services (T1021),,X,,,,,,,,,,,,,,,
Multiple user accounts were deleted,Informational,14 Days,30 Days,1 Hour,1 Day,Identity Analytics,Persistence (TA0003)Impact (TA0040),Valid Accounts (T1078)Account Access Removal (T1531),,X,X,,,,,,,,,,,,,,
Multiple suspicious user accounts were created,Low,14 Days,30 Days,1 Hour,1 Day,Identity Analytics,Persistence (TA0003),Create Account (T1136),,X,X,,,,,,,,,,,,,,
User collected remote shared files in an archive,Low,14 Days,30 Days,1 Hour,1 Day,Identity Threat Module,Collection (TA0009),Archive Collected Data: Archive via Utility (T1560.001)Data Staged (T1074),,X,,,,,,,,,,,,,,,
Suspicious reconnaissance using LDAP,Informational,14 Days,30 Days,10 Minutes,7 Days,,Discovery (TA0007),Account Discovery (T1087),,X,,,,,,,,,,,,,,,
Possible LDAP enumeration by unsigned process,Informational,14 Days,30 Days,10 Minutes,1 Day,,Discovery (TA0007),Account Discovery (T1087),,X,,,,,,,,,,,,,,,
A user printed an unusual number of files,Informational,14 Days,30 Days,2 Hours,1 Day,Identity Threat Module,Exfiltration (TA0010),Exfiltration Over Physical Medium (T1052),,X,X,,,,,,,,,,,,,,
A user performed suspiciously massive file activity,Informational,14 Days,30 Days,1 Hour,1 Day,Identity Threat Module,Collection (TA0009),Automated Collection (T1119)Data Staged: Local Data Staging (T1074.001)Data Staged: Remote Data Staging (T1074.002),,X,,,,,,,,,,,,,,,
User and Group Enumeration via SAMR,Informational,14 Days,30 Days,10 Minutes,1 Day,,Discovery (TA0007),Account Discovery (T1087)Permission Groups Discovery (T1069),,X,,,,,,,,,,,,,,,
A user took numerous screenshots,Informational,14 Days,30 Days,1 Hour,1 Day,Identity Threat Module,Collection (TA0009),Screen Capture (T1113)Data Staged: Local Data Staging (T1074.001),,X,,,,,,,,,,,,,,,
